"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"REAC","Transport of small molecules","REAC:R-MMU-382551","1.77255688626851e-8","7.751399818206349","641","74","25","8469","ATP1A2,SLC1A2,ATP1A3,SLC1A3,ATP1A1,AP2B1,SLC25A5,ATP2B2,AP2A1,ATP2B4,SLC6A1,ADD1,SLC25A4,ADD2,ATP1B1,VCP,SLC3A2,RPS27A,ATP2B1,SLC17A7,CAND1,ATP2A2,ATP6V0C,AP2A2,SLC2A3"
"REAC","Clathrin-mediated endocytosis","REAC:R-MMU-8856828","2.0366677413199833e-7","6.691079815320374","126","74","12","8469","DNM1,AMPH,DNM3,AP2B1,AAK1,AP2A1,HSPA8,RPS27A,DNAJC6,ACTB,BIN1,AP2A2"
"REAC","L1CAM interactions","REAC:R-MMU-373760","9.876920741668538e-7","6.0053784312566165","64","74","9","8469","DNM1,DNM3,AP2B1,DPYSL2,AP2A1,TUBA1C,ACTB,EZR,AP2A2"
"REAC","Ion homeostasis","REAC:R-MMU-5578775","0.00000269988455534612","5.568654805488434","50","74","8","8469","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2"
"REAC","Ion transport by P-type ATPases","REAC:R-MMU-936837","0.0000037320700865873106","5.4280502089951215","52","74","8","8469","ATP1A2,ATP1A3,ATP1A1,ATP2B2,ATP2B4,ATP1B1,ATP2B1,ATP2A2"
"REAC","Glutamate binding, activation of AMPA receptors and synaptic plasticity","REAC:R-MMU-399721","0.000021232524081308837","4.672998374678797","26","74","6","8469","AP2B1,NSF,AP2A1,AKAP5,PRKCG,AP2A2"
"REAC","Trafficking of AMPA receptors","REAC:R-MMU-399719","0.000021232524081308837","4.672998374678797","26","74","6","8469","AP2B1,NSF,AP2A1,AKAP5,PRKCG,AP2A2"
"REAC","Trafficking of GluR2-containing AMPA receptors","REAC:R-MMU-416993","0.000024456814947735283","4.611600102520124","14","74","5","8469","AP2B1,NSF,AP2A1,PRKCG,AP2A2"
"REAC","Transmission across Chemical Synapses","REAC:R-MMU-112315","0.00002454364267852819","4.610060980411731","192","74","12","8469","SLC1A2,SYN1,SLC1A3,AP2B1,NSF,AP2A1,SLC6A1,AKAP5,HSPA8,SLC17A7,PRKCG,AP2A2"
"REAC","Developmental Biology","REAC:R-MMU-1266738","0.00003633161620447868","4.439715282206805","487","74","18","8469","HSP90AB1,DNM1,KRT71,HSP90AA1,DNM3,AP2B1,DPYSL2,KRT5,AP2A1,TUBA1C,RPS27A,KRT78,CRMP1,KRT18,KRT79,ACTB,EZR,AP2A2"
"REAC","Axon guidance","REAC:R-MMU-422475","0.000038018304308697863","4.42000725742845","241","74","13","8469","HSP90AB1,DNM1,HSP90AA1,DNM3,AP2B1,DPYSL2,AP2A1,TUBA1C,RPS27A,CRMP1,ACTB,EZR,AP2A2"
"REAC","Nervous system development","REAC:R-MMU-9675108","0.00003990298065797779","4.398994662334215","242","74","13","8469","HSP90AB1,DNM1,HSP90AA1,DNM3,AP2B1,DPYSL2,AP2A1,TUBA1C,RPS27A,CRMP1,ACTB,EZR,AP2A2"
"REAC","Neuronal System","REAC:R-MMU-112316","0.00009046981676416683","4.043496289294133","306","74","14","8469","SLC1A2,SYN1,SLC1A3,AP2B1,NSF,AP2A1,SLC6A1,AKAP5,HSPA8,EPB41L3,RTN3,SLC17A7,PRKCG,AP2A2"
